Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
1155,593986,AEP      ,BRKR COLUMBIA 138 KV  COLUMBIA D            CB  ,08-APR-2015,0700,10-APR-2015,1600,O, Received 03/24/2015 12:30 
1155,593986,AEP      ,BRKR SORENSON 138 KV  SORENSON L1           CB  ,08-APR-2015,0700,10-APR-2015,1600,O,Continuous                
1155,593986,AEP      ,LINE COLUMBIA 138 KV  COLUMBIA-NORTHEA2 TIE     ,08-APR-2015,0700,10-APR-2015,1600,O,Hot Spot Repair           
1155,593986,AEP      ,BRKR SATURN   138 KV  SATURN   DUMSOREN     DIS ,08-APR-2015,0700,10-APR-2015,1600,O,Emergency                 
1155,593986,AEP      ,BRKR SATURN   138 KV  SATURN   DUMRABER     DIS ,08-APR-2015,0700,10-APR-2015,1600,O,                           
1155,593986,AEP      ,LINE SATURN   138 KV  SATURN  -SORENSON SAT-SOR ,08-APR-2015,0700,10-APR-2015,1600,O,                           
1155,593986,AEP      ,BRKR SATURN   138 KV  SATURN A CB               ,08-APR-2015,0700,10-APR-2015,1600,O,                           
1156,594555,AEP      ,BRKR HYATTOP  345 KV  HYATTOP  A            CB  ,08-APR-2015,0700,08-APR-2015,1000,C, Received 03/27/2015 11:19 
1156,594555,         ,                                                ,           ,    ,           ,    , ,Continuous                
1156,594555,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance No impa
1157,594823,DUQU     ,BRKR WMIFFLIN 138 KV  WMIFFLIN USSCLAIR     CB  ,08-APR-2015,0700,08-APR-2015,1700,O, Received 03/30/2015 07:46 
1157,594823,DUQU     ,LINE USSCLAIR 138 KV  USSCLAIR-WMIFFLIN Z-14    ,08-APR-2015,0700,08-APR-2015,1700,O,Continuous                
1157,594823,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1158,595014,COMED    ,BRKR 20 BRAID 345 KV  20 BRAIDW 45BT11-14 CB    ,08-APR-2015,0700,08-APR-2015,1700,C, Received 03/30/2015 17:51 
1158,595014,COMED    ,BRKR 20 BRAID 345 KV  20 BRAIDW 45BT7-11 CB     ,08-APR-2015,0700,08-APR-2015,1700,C,Continuous                
1158,595014,COMED    ,BRKR 86 DAVIS 345 KV  86 DAVIS  45BT1-2 CB      ,08-APR-2015,0700,08-APR-2015,1700,C,Other                     
1158,595014,COMED    ,LINE 86 DAVIS 345 KV  86 DAVIS-20 BRAID 2004    ,08-APR-2015,0700,08-APR-2015,1700,C,                           
1159,568426,PE       ,BRKR WHITPAIN 500 KV  WHITPAIN 185 CB           ,08-APR-2015,0730,10-APR-2015,1600,O, Received 02/18/2015 11:20 
1159,568426,         ,                                                ,           ,    ,           ,    , ,Continuous                
1159,568426,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1160,589831,DOM-C    ,BRKR IVOR     115 KV  IVOR     2379         DIS ,08-APR-2015,0730,10-APR-2015,1600,O, Received 03/16/2015 10:32 
1160,589831,DOM-E    ,LINE OAKRIDGE 115 KV  OAKRIDGE-SUFFOLK  23A     ,08-APR-2015,0730,10-APR-2015,1600,O,Continuous - No Weekends  
1160,589831,DOM-E    ,LINE OAKRIDGE 115 KV  OAKRIDGE-IVOR     23B     ,08-APR-2015,0930,10-APR-2015,1600,O,Inspection/Maintenance    
1160,589831,DOM-E    ,BRKR OAKRIDGE 115 KV  OAKRIDGE 2337         DIS ,08-APR-2015,0730,10-APR-2015,1600,O,                           
1160,589831,DOM-E    ,BRKR SUFFOLK  115 KV  SUFFOLK  2342         CB  ,08-APR-2015,0930,10-APR-2015,1600,O,                           
1160,589831,DOM-E    ,BRKR SUFFOLK  115 KV  SUFFOLK  2348         DIS ,08-APR-2015,0730,10-APR-2015,1600,O,                           
1160,589831,DOM-C    ,BRKR IVOR     115 KV  IVOR     23T106       DIS ,08-APR-2015,0930,10-APR-2015,1600,C,                           
1160,589831,DOM-E    ,BRKR OAKRIDGE 115 KV  OAKRIDGE 4437         DIS ,08-APR-2015,0730,10-APR-2015,1600,C,                           
1160,589831,DOM-C    ,LINE IVOR     115 KV  IVOR    -BAKRSPDP 106B    ,08-APR-2015,0730,10-APR-2015,1600,C,                           
1161,569711,AEP      ,BRKR TIDD_AEP 138 KV  TIDD_AEP B            CB  ,08-APR-2015,0800,17-APR-2015,1600,O, Received 03/30/2015 14:54 
1161,569711,AEP      ,BRKR TIDD_AEP 138 KV  TIDD_AEP B1           CB  ,08-APR-2015,0800,17-APR-2015,1600,O,Continuous                
1161,569711,AEP      ,BRKR FTHENRY  138 KV  FTHENRY  22           DIS ,08-APR-2015,0800,17-APR-2015,1600,O,Repair/Replace Pole       
1161,569711,AEP      ,LINE FTHENRY  138 KV  FTHENRY -TIDD_AEP FTH-TID1,08-APR-2015,0800,17-APR-2015,1600,O,                           
1162,569712,AEP      ,BRKR TIDD_AEP 138 KV  TIDD_AEP C1           CB  ,08-APR-2015,0800,17-APR-2015,1600,O, Received 03/19/2015 11:02 
1162,569712,AEP      ,BRKR TIDD_AEP 138 KV  TIDD_AEP C_4E38F3     CB  ,08-APR-2015,0800,17-APR-2015,1600,O,Continuous                
1162,569712,AEP      ,LINE TIDD_AEP 138 KV  TIDD_AEP-WLIBERTY         ,08-APR-2015,0800,17-APR-2015,1600,O,Repair/Replace Pole       
1162,569712,AEP      ,BRKR BATTLERU 138 KV  BATTLERU DUM1         DIS ,08-APR-2015,0800,17-APR-2015,1600,O,                           
1163,570558,AE       ,BRKR SILVERLA 69 KV   SILVERLA OCB E            ,08-APR-2015,0800,08-APR-2015,1600,O, Received 12/15/2014 10:02 
1163,570558,AE       ,LINE BERLIN   69 KV   BERLIN-SILVERLA 0706-1    ,08-APR-2015,0800,08-APR-2015,1600,O,Daily - No Weekends       
1163,570558,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1164,581640,APSS     ,BRKR REID     138 KV  REID     RINGGOLD     CB  ,08-APR-2015,0800,08-APR-2015,1100,O, Received 11/21/2014 07:51 
1164,581640,APSS     ,LINE REID     138 KV  REID-RINGGOLD RCMO        ,08-APR-2015,0800,08-APR-2015,1100,O,Continuous                
1164,581640,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1165,585179,FEPA     ,BRKR CEDAROE  138 KV  CEDAROE  B258         CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/19/2015 15:39 
1165,585179,FE       ,LINE SHENANGO 138 KV  SHENANGO-CEDAROE          ,08-APR-2015,0800,08-APR-2015,1600,O,Continuous                
1165,585179,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1166,585382,PL       ,XFMR HARWOOD  230 KV  HARWOOD  5        XFORMER ,08-APR-2015,0800,08-APR-2015,1500,O, Received 03/19/2015 15:46 
1166,585382,PL       ,BRKR HARWOOD  69 KV   HARWOOD  TRAN_5        CB ,08-APR-2015,0800,08-APR-2015,1500,O,Daily - No Weekends       
1166,585382,PL       ,BRKR HARWOOD  230 KV  HARWOOD  TRAN_5_MOD    DIS,08-APR-2015,0800,08-APR-2015,1500,O,Doble Test                
1166,585382,PL       ,LINE HARWOOD  230 KV  HARWOOD-SUSQUEHA          ,08-APR-2015,0800,08-APR-2015,1500,O,                           
1166,585382,PL       ,BRKR HARWOOD  230 KV  HARWOOD  DUM17794         ,08-APR-2015,0800,08-APR-2015,1500,O,                           
1166,585382,PL       ,BRKR SUSQUEHA 230 KV  SUSQUEHA DUM17795         ,08-APR-2015,0800,08-APR-2015,1500,O,                           
1166,585382,PL       ,BRKR HARWOOD  230 KV  HARWOOD  EPAL_N       CB  ,08-APR-2015,0800,08-APR-2015,1500,O,                           
1167,588119,PL       ,XFMR WESCOSVI 500 KV  WESCOSVI 3        XFORMER ,08-APR-2015,0800,11-APR-2015,1500,O, Received 02/26/2015 13:48 
1167,588119,PL       ,BRKR WESCOSVI 138 KV  WESCOSVI TRAN_3_138    CB ,08-APR-2015,0800,11-APR-2015,1500,O,Continuous                
1167,588119,PL       ,BRKR WESCOSVI 500 KV  WESCOSVI TRAN_3_500    CB ,08-APR-2015,0800,11-APR-2015,1500,O,Safety Clearance          
1167,588119,         ,                                                ,           ,    ,           ,    , ,Other                     
1168,588545,PN       ,CAP  ERIES    230 KV  ERIES    EAST     CAP     ,08-APR-2015,0800,09-APR-2015,1600,O, Received 03/24/2015 13:39 
1168,588545,PN       ,BRKR ERIES    230 KV  ERIES EAST_CAP_230CB CB   ,08-APR-2015,0800,09-APR-2015,1600,O,Continuous                
1168,588545,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1169,588709,APSS     ,BRKR NYSWANER 138 KV  NYSWANER MANIFOLD CB      ,08-APR-2015,0800,08-APR-2015,1400,O, Received 02/03/2015 16:09 
1169,588709,APSS     ,LINE NYSWANER 138 KV  NYSWANER-MANIFOLD NYS-MAN ,08-APR-2015,0800,08-APR-2015,1400,O,Continuous                
1169,588709,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1170,589352,DOM-W    ,LINE PAYTESTP 115 KV  PAYTESTP-GOLDDALE 198B    ,08-APR-2015,0800,12-APR-2015,1600,O, Received 02/23/2015 11:08 
1170,589352,DOM-W    ,LINE TODDSTVN 115 KV  TODDSTVN-GOLDDALE 198C    ,08-APR-2015,0800,12-APR-2015,1600,O,Continuous                
1170,589352,DOM-W    ,BRKR GOLDDALE 115 KV  GOLDDALE 3739 DIS         ,08-APR-2015,0800,12-APR-2015,1600,O,New Construction          
1170,589352,DOM-W    ,LINE OAKGREEN 115 KV  OAKGREEN-UNIONVIL 153D    ,08-APR-2015,0800,12-APR-2015,1600,O,Cut-in                    
1171,589400,APSS     ,LINE CHARLERO 138 KV  CHARLERO-YUKON CH-YU-1    ,08-APR-2015,0800,08-APR-2015,1100,O, Received 02/11/2015 11:39 
1171,589400,APSS     ,BRKR CHARLERO 138 KV  CHARLERO DUM16397         ,08-APR-2015,0800,08-APR-2015,1100,O,Continuous                
1171,589400,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1172,589572,APSS     ,BRKR BETHELBO 138 KV  BETHELBO NU TP1       CB  ,08-APR-2015,0800,08-APR-2015,1100,O, Received 02/12/2015 13:28 
1172,589572,APSS     ,LINE BETHELBO 138 KV  BETHELBO-NUTAP1 104       ,08-APR-2015,0800,08-APR-2015,1100,O,Continuous                
1172,589572,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1173,589573,APSS     ,BRKR BETHELBO 138 KV  BETHELBO NU TP1       CB  ,08-APR-2015,0800,08-APR-2015,1100,O, Received 02/12/2015 13:31 
1173,589573,APSS     ,LINE BETHELBO 138 KV  BETHELBO-NUTAP1 104       ,08-APR-2015,0800,08-APR-2015,1100,O,Continuous                
1173,589573,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1174,589622,FE       ,BRKR WAKRON   138 KV  WAKRON   B22          CB  ,08-APR-2015,0800,10-APR-2015,1600,O, Received 03/19/2015 10:45 
1174,589622,         ,                                                ,           ,    ,           ,    , ,Continuous                
1174,589622,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1175,590203,APSS     ,BRKR BOONSBOR 138 KV  BOONSBOR T2 DIS       DIS ,08-APR-2015,0800,08-APR-2015,1200,O, Received 02/23/2015 11:08 
1175,590203,APSS     ,BRKR BOONSBOR 138 KV  BOONSBOR BUSTIE       CB  ,08-APR-2015,0800,08-APR-2015,1200,O,Continuous                
1175,590203,APSS     ,BRKR BOONSBOR 138 KV  BOONSBOR MARLOWE      CB  ,08-APR-2015,0800,08-APR-2015,1200,O,Relay Maintenance Impact 
1175,590203,APSS     ,LINE BOONSBOR 138 KV  BOONSBOR-MARLOWE MBO      ,08-APR-2015,0800,08-APR-2015,1200,O,                           
1175,590203,APSS     ,XFMR BOONSBOR 138 KV  BOONSBOR TR2      XFORMER ,08-APR-2015,0800,08-APR-2015,1200,O,                           
1176,590263,AEP      ,BRKR JEFFERSO 765 KV  JEFFERSO B            CB  ,08-APR-2015,0800,08-APR-2015,0930,O, Received 02/23/2015 11:08 
1176,590263,         ,                                                ,           ,    ,           ,    , ,Continuous                
1176,590263,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
1177,590264,AEP      ,BRKR FOSTORIA 345 KV  FOSTORIA B2           CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/13/2015 09:02 
1177,590264,         ,                                                ,           ,    ,           ,    , ,Continuous                
1177,590264,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
1178,590265,AEP      ,BRKR NZANESVI 138 KV  NZANESVI ZANE         DIS ,08-APR-2015,0800,09-APR-2015,1600,O, Received 02/23/2015 11:08 
1178,590265,AEP      ,LINE NZANESVI 138 KV  NZANESVI-ZANESVIL         ,08-APR-2015,0800,09-APR-2015,1600,O,Continuous                
1178,590265,AEP      ,BRKR ZANESVIL 138 KV  ZANESVIL C            CB  ,08-APR-2015,0800,09-APR-2015,1600,O,New Construction          
1179,590479,FE       ,BRKR EVERGFE  138 KV  EVERGFE  B27          CB  ,08-APR-2015,0800,09-APR-2015,1600,O, Received 03/13/2015 08:50 
1179,590479,         ,                                                ,           ,    ,           ,    , ,Continuous                
1179,590479,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1180,590512,APSS     ,BRKR POTTER   115 KV  POTTER   BT CB        DIS ,08-APR-2015,0800,09-APR-2015,1600,O, Received 03/13/2015 10:13 
1180,590512,         ,                                                ,           ,    ,           ,    , ,Continuous                
1180,590512,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1181,590582,FECL     ,BRKR 02FOWLES 138 KV  02FOWLES Q16          CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/13/2015 08:50 
1181,590582,FECL     ,LINE 02FOWLES 138 KV  02FOWLES-02DUNKRK 2       ,08-APR-2015,0800,08-APR-2015,1600,O,Continuous                
1181,590582,FECL     ,BRKR 02DUNKRK 138 KV  02DUNKRK CS631        CB  ,08-APR-2015,0800,08-APR-2015,1600,O,CB Maintenance            
1181,590582,FECL     ,LINE 02DUNKRK 138 KV  02DUNKRK-02NASA           ,08-APR-2015,0800,08-APR-2015,1600,C,                           
1181,590582,FECL     ,BRKR 02DUNKRK 138 KV  02DUNKRK CS731        CB  ,08-APR-2015,0800,08-APR-2015,1600,C,                           
1181,590582,FECL     ,BRKR 02NASA   138 KV  02NASA   QA89         CB  ,08-APR-2015,0800,08-APR-2015,1600,C,                           
1182,590638,AEP      ,BRKR GLENLYN  138 KV  GLENLYN  B            CB  ,08-APR-2015,1100,08-APR-2015,1130,O, Received 02/25/2015 14:57 
1182,590638,AEP      ,BRKR GLENLYN  138 KV  GLENLYN  J            CB  ,08-APR-2015,1100,08-APR-2015,1130,O,Continuous                
1182,590638,AEP      ,BRKR GLENLYN  138 KV  GLENLYN  K            CB  ,08-APR-2015,0800,08-APR-2015,1600,O,Switching                 
1182,590638,AEP      ,LINE GLENLYN  138 KV  GLENLYN-KIMBALLT          ,08-APR-2015,1100,08-APR-2015,1130,O,Inspection/Maintenance    
1182,590638,AEP      ,LINE GLENLYN  138 KV  GLENLYN-PETERSMO          ,08-APR-2015,0800,08-APR-2015,1600,O,                           
1182,590638,AEP      ,LINE MORGANSC 138 KV  MORGANSC-GLENLYN          ,08-APR-2015,1100,08-APR-2015,1130,O,                           
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE C            CB  ,08-APR-2015,0800,08-APR-2015,1200,O, Received 03/13/2015 10:14 
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE D            CB  ,08-APR-2015,1200,08-APR-2015,1600,O,Continuous                
1183,590639,AEP      ,LINE SOUTHRID 138 KV  SOUTHRID-CABINCRE CAB-SOU ,08-APR-2015,0800,08-APR-2015,1200,O,Inspection/Maintenance    
1183,590639,AEP      ,LINE CABINCRE 138 KV  CABINCRE-HERNSHAW CAB-HER ,08-APR-2015,1200,08-APR-2015,1600,O,Relay Maintenance No impa
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE A            CB  ,08-APR-2015,1200,08-APR-2015,1600,C,                           
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE B            CB  ,08-APR-2015,0800,08-APR-2015,1200,C,                           
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE H            CB  ,08-APR-2015,0800,08-APR-2015,1200,C,                           
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE K            CB  ,08-APR-2015,1200,08-APR-2015,1600,C,                           
1183,590639,AEP      ,BRKR CABINCRE 138 KV  CABINCRE L            CB  ,08-APR-2015,0800,08-APR-2015,1200,C,                           
1183,590639,AEP      ,LINE CABINCRE 138 KV  CABINCRE-KANAWHAR 1       ,08-APR-2015,1200,08-APR-2015,1600,C,                           
1183,590639,AEP      ,LINE CABINCRE 138 KV  CABINCRE-KANAWHAR 2       ,08-APR-2015,0800,08-APR-2015,1200,C,                           
1184,590764,FEPA     ,BRKR CLARKOE  138 KV  CLARKOE B124  CB          ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/13/2015 09:02 
1184,590764,         ,                                                ,           ,    ,           ,    , ,Continuous                
1184,590764,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1185,590770,FE       ,BRKR LEMOYNE2 138 KV  LEMOYNE2 13360        CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/13/2015 09:02 
1185,590770,         ,                                                ,           ,    ,           ,    , ,Continuous                
1185,590770,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1186,591139,ME       ,BRKR JACK ME  115 KV  JACK ME  B17          CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 03/19/2015 12:38 
1186,591139,         ,                                                ,           ,    ,           ,    , ,Continuous                
1186,591139,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
1187,591159,ME       ,BRKR HOSENSME 230 KV  HOSENSME B9           CB  ,08-APR-2015,0800,08-APR-2015,1600,O, Received 02/27/2015 15:16 
